manufacturer,part #,speed,type,modules,price / gb,color,cas latency,voltage,timing,ecc / registered,heat spreader,prices,rating,reviews
patriot,pvl316g160c0k,ddr3-1600,240-pin dimm,2 x 8gb,,black / silver,10,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,pvl332g160c9qkb,ddr3-1600,240-pin dimm,4 x 8gb,,black / blue,9,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,kvr13r9d4k2/32,ddr3-1333,240-pin dimm,2 x 16gb,,green,9,1.5 v,,ecc / registered,no,,(0 Ratings),
patriot,pvl38g186c0k,ddr3-1866,240-pin dimm,2 x 4gb,,black / silver,10,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,pvl316g186c0k,ddr3-1866,240-pin dimm,2 x 8gb,,black / silver,10,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
mushkin,997132,ddr3-1866,240-pin dimm,2 x 8gb,,black / green,13,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
corsair,cmy8gx3m2a2666c12r,ddr3-2666,240-pin dimm,2 x 4gb,,black / red,12,1.65 v,,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,psa38g1333sk,ddr3-1333,204-pin sodimm,2 x 4gb,$4.874,black / blue,9,1.5 v,,non-ecc / unbuffered,no,"$38.99,$46.98",(0 Ratings),
patriot,pvl332g186c0qkr,ddr3-1866,240-pin dimm,4 x 8gb,,black / red,10,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,pvl316g213c1kb,ddr3-2133,240-pin dimm,2 x 8gb,,black / blue,11,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,pvl332g213c1qk,ddr3-2133,240-pin dimm,4 x 8gb,,black / silver,11,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
corsair,cmt4gx3m2a1600c7,ddr3-1600,240-pin dimm,2 x 2gb,,black / red,7,1.65 v,7-7-7-20,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",
corsair,cmg4gx3m2b1600c7,ddr3-1600,240-pin dimm,2 x 2gb,,black / red,7,1.65 v,7-7-7-20,non-ecc / unbuffered,yes,,(0 Ratings),
corsair,cmd4gx3m2b1600c8,ddr3-1600,240-pin dimm,2 x 2gb,,black / blue,8,1.65 v,8-8-8-24,non-ecc / unbuffered,yes,,(0 Ratings),
crucial,bl12864al80a,ddr2-800,240-pin dimm,1 x 1gb,,black,4,2 v,,non-ecc / unbuffered,yes,,(0 Ratings),
corsair,cmt6gx3m3a1600c7,ddr3-1600,240-pin dimm,3 x 2gb,,black / red,7,1.65 v,7-7-7-20,non-ecc / unbuffered,yes,,(0 Ratings),
corsair,cmp4gx3m2a1600c8,ddr3-1600,240-pin dimm,2 x 2gb,,black / blue,8,1.65 v,8-8-8-24,non-ecc / unbuffered,yes,,(0 Ratings),
crucial,ct25664bc1067,ddr3-1066,204-pin sodimm,1 x 2gb,$14.235,green,7,1.5 v,,non-ecc / unbuffered,no,$28.47,(0 Ratings),
apacer,ek.32gav.keak4,ddr4-2666,288-pin dimm,4 x 8gb,,black / red,16,1.2 v,,non-ecc / unbuffered,yes,,(0 Ratings),
apacer,ek.16gav.keak4,ddr4-2666,288-pin dimm,4 x 4gb,,black / red,16,1.2 v,,non-ecc / unbuffered,yes,,(0 Ratings),
apacer,ek.32gat.keak4,ddr4-2400,288-pin dimm,4 x 8gb,,black / red,16,1.2 v,,non-ecc / unbuffered,yes,,(0 Ratings),
apacer,ek.08g2r.kdc,ddr4-2133,288-pin dimm,1 x 8gb,,black / gold,15,1.2 v,,non-ecc / unbuffered,yes,,(0 Ratings),
crucial,ct3kit51272ba1067,ddr3-1066,240-pin dimm,3 x 4gb,,green,7,1.5 v,,ecc / unbuffered,no,,(0 Ratings),
mushkin,994083f,ddr3-2400,240-pin dimm,4 x 4gb,,red / white,10,1.65 v,,non-ecc / unbuffered,yes,,(0 Ratings),
mushkin,997166f,ddr3-1866,240-pin dimm,2 x 4gb,,red / white,8,1.6 v,,non-ecc / unbuffered,yes,,(0 Ratings),
crucial,ct2kit25672bd160b,ddr3-1600,240-pin dimm,2 x 2gb,,green,11,1.35 v,,ecc / unbuffered,no,,(0 Ratings),
crucial,ct3kit51272bd160b,ddr3-1600,240-pin dimm,3 x 4gb,,green,11,1.35 v,,ecc / unbuffered,no,,(0 Ratings),
crucial,ct32g3erslq41067,ddr3-1066,240-pin dimm,1 x 32gb,,black,7,1.35 v,,ecc / registered,yes,,(0 Ratings),
mushkin,996996f,ddr3-2133,240-pin dimm,2 x 4gb,,red / white,9,1.65 v,,non-ecc / unbuffered,yes,,(0 Ratings),
mushkin,994166f,ddr3-1866,240-pin dimm,4 x 4gb,,red / white,8,1.6 v,,non-ecc / unbuffered,yes,,(0 Ratings),
crucial,ct12864ba160b,ddr3-1600,240-pin dimm,1 x 1gb,,black / green,11,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
mushkin,997083f,ddr3-2400,240-pin dimm,2 x 4gb,,red / white,10,1.65 v,,non-ecc / unbuffered,no,,(0 Ratings),
crucial,blt8g3d1608dt2txob,ddr3-1600,240-pin dimm,1 x 8gb,,black / silver,8,1.5 v,,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",
crucial,ct3kit25664ba160b,ddr3-1600,240-pin dimm,3 x 2gb,,black / green,11,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
crucial,ct25672bd160b,ddr3-1600,240-pin dimm,1 x 2gb,,green,11,1.35 v,,ecc / unbuffered,no,,(0 Ratings),
crucial,ct2kit12864ba160b,ddr3-1600,240-pin dimm,2 x 1gb,,black / green,11,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
mushkin,994167f,ddr3-2133,240-pin dimm,4 x 4gb,,red / white,9,1.6 v,,non-ecc / unbuffered,yes,,(0 Ratings),
mushkin,993996f,ddr3-2133,240-pin dimm,4 x 4gb,,red / white,9,1.65 v,,non-ecc / unbuffered,yes,,(0 Ratings),
mushkin,997167f,ddr3-2133,240-pin dimm,2 x 4gb,,red / white,9,1.6 v,,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,khx18c10t3k2/8,ddr3-1866,240-pin dimm,2 x 4gb,,black,10,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,hx318ls10ibk2/16,ddr3-1866,204-pin sodimm,2 x 8gb,,black,10,1.35 v,,non-ecc / unbuffered,no,,(0 Ratings),
kingston,khx18c10t2k4/16,ddr3-1866,240-pin dimm,4 x 4gb,,black / blue,10,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
corsair,cmso2gx3m1c1600c11,ddr3-1600,204-pin sodimm,1 x 2gb,$9.150,black / green,11,1.35 v,,non-ecc / unbuffered,no,$18.30,(0 Ratings),
kingston,kvr18r13s4k3/24,ddr3-1866,240-pin dimm,3 x 8gb,$7.997,green,13,1.5 v,,ecc / registered,no,$191.93,(0 Ratings),
kingston,kvr13ls9s6/2,ddr3-1333,204-pin sodimm,1 x 2gb,$8.490,black / green,9,1.35 v,,non-ecc / unbuffered,no,"$16.98,$27.60",(0 Ratings),
kingston,kvr13r9d8/8,ddr3-1333,240-pin dimm,1 x 8gb,$9.998,green,9,1.5 v,,ecc / registered,no,$79.98,(0 Ratings),
kingston,kvr16lr11d8/8kf,ddr3-1600,240-pin dimm,1 x 8gb,$16.785,green,11,1.35 v,,ecc / registered,no,$134.28,(0 Ratings),
crucial,ct3k16g3ersld4160b,ddr3-1600,240-pin dimm,3 x 16gb,$5.208,green,11,1.35 v,,ecc / registered,no,"$249.99,$585.94",(0 Ratings),
visiontek,900642,ddr3-1600,204-pin sodimm,1 x 8gb,$10.499,black,11,1.4 v,,non-ecc / unbuffered,no,"$83.99,$83.99,$89.70,$98.99",(0 Ratings),
mushkin,976643a,ddr3-1066,204-pin sodimm,2 x 2gb,$6.997,black / blue,7,1.5 v,,non-ecc / unbuffered,no,$27.99,(0 Ratings),
corsair,cmsa4gx3m1a1333c9,ddr3-1333,204-pin sodimm,1 x 4gb,$5.497,black / green,9,1.5 v,9-9-9-24,non-ecc / unbuffered,no,"$21.99,$24.99,$25.56,$32.38",(0 Ratings),
kingston,kvr1333d3s4r9s/4g,ddr3-1333,240-pin dimm,1 x 4gb,$29.898,green,9,1.5 v,,ecc / registered,no,$119.59,(0 Ratings),
g.skill,fa-1333c9s-8gsq,ddr3-1333,204-pin sodimm,1 x 8gb,,black / green,9,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
kingston,kvr667d2d4f5/8g,ddr2-667,240-pin dimm,1 x 8gb,$11.123,black / silver,5,1.8 v,,ecc / registered,yes,$88.98,(0 Ratings),
crucial,ct3k4g3ervld81339,ddr3-1333,240-pin dimm,3 x 4gb,$25.798,green,9,1.35 v,,ecc / registered,no,$309.58,(0 Ratings),
team,thbd432g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 16gb,,black / blue,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,,(0 Ratings),
visiontek,900390,ddr3-1600,240-pin dimm,1 x 2gb,$40.490,black,8,1.65 v,,non-ecc / unbuffered,yes,$80.98,(0 Ratings),
visiontek,900393,ddr3-1600,240-pin dimm,1 x 4gb,$12.748,black,9,1.65 v,,non-ecc / unbuffered,yes,$50.99,(0 Ratings),
kingston,ktl-tp3cl/8g,ddr3-1600,204-pin sodimm,1 x 8gb,$6.874,,11,1.35 v,,non-ecc / unbuffered,no,$54.99,(0 Ratings),
kingston,ktl-tp3cl/4g,ddr3-1600,204-pin sodimm,1 x 4gb,$4.987,,11,1.35 v,,non-ecc / unbuffered,no,$19.95,(0 Ratings),
kingston,hx430c15sb2k4/32,ddr4-2400,288-pin dimm,4 x 8gb,,black,12,1.35 v,,non-ecc / unbuffered,yes,,(0 Ratings),
g.skill,f4-2133c15q-16gis,ddr4-2133,288-pin dimm,4 x 4gb,,black / red,15,1.2 v,,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,kvr21r15d4/16i,ddr4-2133,288-pin dimm,1 x 16gb,$10.500,black / green,15,1.2 v,,ecc / registered,no,$168.00,(0 Ratings),
kingston,kvr21r15d8/8,ddr4-2133,288-pin dimm,1 x 8gb,,black / green,15,1.2 v,,ecc / registered,no,,(0 Ratings),
mushkin,992018,ddr3-1333,240-pin dimm,1 x 8gb,$5.622,gray / silver,9,1.5 v,,non-ecc / unbuffered,yes,$44.98,"(2 Ratings, 5.0 Average)",
kingston,hx421s13ib/8,ddr4-2133,260-pin sodimm,1 x 8gb,$12.494,black / silver,13,1.2 v,,non-ecc / unbuffered,no,$99.95,(0 Ratings),
mushkin,997204t,ddr4-3000,288-pin dimm,2 x 4gb,,red / silver,15,1.35 v,,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",This is a great set of ram. The speed is good double the cas and so is the timing. The color matches my mobo perfectly like they were made for each other. The heat spreader is actually a real one unlike alot of them that are just for looks. The pcb is not green it's been updated to black.
g.skill,f4-3466c16q-16gvk,ddr4-3466,288-pin dimm,4 x 4gb,,black,16,1.35 v,,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,kvr16s11k2/16,ddr3-1600,204-pin sodimm,2 x 8gb,$5.000,green,11,1.5 v,,non-ecc / unbuffered,no,"$80.00,$95.61",(0 Ratings),
g.skill,f3-2666c11d-16gtxd,ddr3-2666,240-pin dimm,2 x 8gb,,black / red,11,1.65 v,,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",
g.skill,f3-12800cl11d-8gbsq,ddr3-1600,204-pin sodimm,2 x 4gb,$6.499,green,11,1.5 v,,non-ecc / unbuffered,no,$51.99,"(1 Rating, 3.0 Average)",
samsung,mv-2s1g4,ddr2-800,200-pin sodimm,1 x 1gb,$19.460,black,6,1.8 v,,non-ecc / unbuffered,no,$19.46,(0 Ratings),
crucial,ct12864ac667,ddr2-667,200-pin sodimm,1 x 1gb,$15.990,green,5,1.8 v,,non-ecc / unbuffered,no,"$15.99,$32.60",(0 Ratings),
g.skill,f3-10600cl9s-4gbsq,ddr3-1333,204-pin sodimm,1 x 4gb,$8.720,green,9,1.5 v,,non-ecc / unbuffered,no,$34.88,(0 Ratings),
kingston,kvr667d2k2so/4gr,ddr2-667,200-pin sodimm,2 x 2gb,$10.640,green,5,1.8 v,,non-ecc / unbuffered,no,$42.56,(0 Ratings),
kingston,kvr800d2s5/1g,ddr2-800,200-pin sodimm,1 x 1gb,$12.000,green,5,1.8 v,,non-ecc / unbuffered,no,$12.00,(0 Ratings),
kingston,kvr1333d3s9/2g,ddr3-1333,204-pin sodimm,1 x 2gb,$14.635,green,9,1.5 v,,non-ecc / unbuffered,no,$29.27,(0 Ratings),
mushkin,996577,ddr2-800,200-pin sodimm,2 x 2gb,$9.248,green,5,1.8 v,,non-ecc / unbuffered,no,$36.99,(0 Ratings),
crucial,ct2kit12864ac667,ddr2-667,200-pin sodimm,2 x 1gb,$24.300,green,5,1.8 v,,non-ecc / unbuffered,no,$48.60,(0 Ratings),
g.skill,f2-6400cl6s-4gbsq,ddr2-800,200-pin sodimm,1 x 4gb,$22.793,green,6,1.8 v,,non-ecc / unbuffered,no,$91.17,(0 Ratings),
kingston,kvr533d2/1gr,ddr2-533,240-pin dimm,1 x 1gb,$16.450,green,4,1.8 v,,non-ecc / unbuffered,no,$16.45,(0 Ratings),
kingston,kvr1333d3n9k3/6g,ddr3-1333,240-pin dimm,3 x 2gb,,green,9,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
patriot,psd34g160081s,ddr3-1600,204-pin sodimm,1 x 4gb,$6.470,green / black,11,1.5 v,,non-ecc / unbuffered,no,"$25.88,$31.35",(0 Ratings),
kingston,kvr16r11d4/16i,ddr3-1600,240-pin dimm,1 x 16gb,$6.187,green,11,1.5 v,,ecc / registered,no,"$98.99,$138.30",(0 Ratings),
kingston,kvr16e11/8i,ddr3-1600,240-pin dimm,1 x 8gb,$7.750,green,11,1.5 v,,ecc / unbuffered,no,$62.00,(0 Ratings),
g.skill,fa-1600c11s-8gsq,ddr3-1600,204-pin sodimm,1 x 8gb,$15.819,black / green,11,1.5 v,,non-ecc / unbuffered,no,$126.55,(0 Ratings),
crucial,ct4g3s1067m,ddr3-1066,204-pin sodimm,1 x 4gb,$7.747,black / green,7,1.5 v,,non-ecc / unbuffered,no,"$30.99,$30.99,$31.99,$31.99,$38.21,$49.60",(0 Ratings),
kingston,kvr13s9s8k2/8,ddr3-1333,204-pin sodimm,1 x 8gb,$4.499,green,9,1.5 v,,non-ecc / unbuffered,no,"$35.99,$59.79",(0 Ratings),
crucial,ct2k4g3s1067m,ddr3-1066,204-pin sodimm,2 x 4gb,$7.494,green,7,1.5 v,,non-ecc / unbuffered,no,"$59.95,$59.95,$59.95,$65.98,$83.60",(0 Ratings),
g.skill,f3-1600c11d-16gsq,ddr3-1600,204-pin sodimm,2 x 8gb,,green,11,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
crucial,bls3kit4g3d1339ds1s00,ddr3-1333,240-pin dimm,3 x 4gb,,orange / white,9,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,ktd-pe421/16g,ddr4-2133,288-pin dimm,1 x 16gb,$8.678,green,15,1.2 v,,ecc / registered,no,$138.84,(0 Ratings),
crucial,ct102472bf160b,ddr3-1600,204-pin sodimm,1 x 8gb,$12.599,green / black,11,1.35 v,,non-ecc / unbuffered,no,$100.79,(0 Ratings),
kingston,kcs-uc426/16g,ddr4-2666,288-pin dimm,1 x 16gb,$5.690,green / black,19,1.2 v,,ecc / registered,no,"$91.04,$109.60",(0 Ratings),
mushkin,991741,ddr2-800,200-pin sodimm,1 x 4gb,$17.495,green,6,1.8 v,,non-ecc / unbuffered,no,$69.98,(0 Ratings),
kingston,kth-pl426/16g,ddr4-2666,288-pin dimm,1 x 16gb,$5.548,green / black,19,1.2 v,,ecc / registered,no,$88.77,(0 Ratings),
mushkin,996647,ddr3-1333,204-pin sodimm,2 x 4gb,$4.749,green,9,1.5 v,,non-ecc / unbuffered,no,$37.99,(0 Ratings),
kingston,khx18c10t2k2/8,ddr3-1866,240-pin dimm,2 x 4gb,$14.535,black / blue,10,1.5 v,,non-ecc / unbuffered,yes,$116.28,(0 Ratings),
g.skill,fa-1333c9d-16gsq,ddr3-1333,204-pin sodimm,2 x 8gb,,black / green,9,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
crucial,ct4g3s1339m,ddr3-1333,204-pin sodimm,1 x 4gb,$7.747,black / green,9,1.35 v,,non-ecc / unbuffered,no,"$30.99,$30.99,$33.00,$35.99,$49.60",(0 Ratings),
g.skill,f3-1333c9d-16gsl,ddr3-1333,204-pin sodimm,2 x 8gb,$3.749,,9,1.35 v,,non-ecc / unbuffered,no,$59.99,(0 Ratings),
g.skill,f3-1333c9s-4gsl,ddr3-1333,204-pin sodimm,1 x 4gb,$4.247,green,9,1.35 v,,non-ecc / unbuffered,no,"$16.99,$25.10",(0 Ratings),
kingston,kvr21s15s8/8,ddr4-2133,260-pin sodimm,1 x 8gb,$8.748,green / black,15,1.2 v,,non-ecc / unbuffered,no,$69.98,(0 Ratings),
crucial,ct2k4g3s1339m,ddr3-1333,204-pin sodimm,2 x 4gb,$7.749,green,9,1.35 v,,non-ecc / unbuffered,no,"$61.99,$61.99,$61.99,$61.99,$83.60",(0 Ratings),
crucial,ct32g3elslq4160b,ddr3-1600,240-pin dimm,1 x 32gb,,blue / silver,11,1.35 v,,ecc / unbuffered,yes,,(0 Ratings),
team,tlrd44g2666hc18f-s01,ddr4-2666,260-pin sodimm,1 x 4gb,$5.247,black / red,18,1.2 v,18-18-18-38,non-ecc / unbuffered,no,$20.99,(0 Ratings),
mushkin,996741,ddr2-800,200-pin sodimm,2 x 4gb,$16.249,green,6,1.8 v,,non-ecc / unbuffered,no,$129.99,(0 Ratings),
kingston,kvr800d2s6/2g,ddr2-800,200-pin sodimm,1 x 2gb,$6.870,green,6,1.8 v,,non-ecc / unbuffered,no,$13.74,(0 Ratings),
g.skill,fa-10666cl9d-8gbsq,ddr3-1333,204-pin sodimm,2 x 4gb,,black / green,9,1.5 v,,non-ecc / unbuffered,no,,(0 Ratings),
kingston,kcp424sd8/16,ddr4-2400,260-pin sodimm,1 x 16gb,$4.599,green / black,17,1.2 v,,non-ecc / unbuffered,no,"$73.59,$78.13,$89.60,$130.99",(0 Ratings),
g.skill,f4-3000c15d-16gvkb,ddr4-3000,288-pin dimm,2 x 8gb,$4.374,black,15,1.35 v,15-16-16-35,non-ecc / unbuffered,yes,"$69.98,$69.99","(27 Ratings, 4.6 Average)","It looks great, works nice, and hasn't ever given me any issues. This is the second time i'm buying a pair of these because they're very reliable and look nice in most builds. This set goes at 3000 MHz and to be honest you wouldn't see much of a performance difference in mainstream uses. It feels great in the hand, looks great on paper, and is great in performance, what more to ask for?,Had trouble getting this memory to overclock very well. Wasn't able to get anywhere near 3000Mhz at any voltages. Best I was able to get was 2666 but admittedly I'm an amateur/novice overclocker. I'm sure I haven't done something right. Only saving grace is that I was able to get it for a good discount ($125 in Nov. of 2017 when average 16gb kits are around $150). ,Bought this kit because of great reviews and a decent price compared to others. With Ryzen the motherboard wont read the memory at what it should run at, mine is at 2133mhz even with the most current BIOS. Will update if I can OC and get it to 3000 or higher.,Update- Upgraded bios 3.0 and was able to ram speed to 2933mhz with no issues.,Clocked up to 3000 as advertised on XMP,Got this in a combo with the SSD from Newegg for $229. This may not be the fastest or coolest looking RAM out there, but I couldn't argue with the price (I may disagree in a few months if RAM prices come down). I was able to get it to run at 3000MHz very easily with a profile in the BIOS, so I'm quite pleased overall.,Good RAM, no issues both sticks pass memtest. Hear good things about RMAing with G.Skill.,The ram works as advertised after a Bios update. The heat spreader has a cheaper stamped and bent metal feel, but nice nonetheless.,I feel that with current memory compatibility concerns with certain CPU's, manufacturers should update their product pages to ascertain which memory module manufacturer was used, which leads to a reduction in rating.,Solid ram for my setup. Its working well with my ryzen 5 1600.,It does the job, looks nice, etc. Going from 2gb to 16gb of RAM was really an improvement. I have yet to use any more than 70% of RAM on any set of tasks I have set upon this rig.,Great for the price!"
corsair,cmk16gx4m2b3000c15r,ddr4-3000,288-pin dimm,2 x 8gb,$4.749,red,15,1.35 v,,non-ecc / unbuffered,yes,"$75.99,$77.99,$81.26","(17 Ratings, 5.0 Average)","RAM really wasn't really one of my biggest concerns when designing this build. I just wanted something that was at least 16GB and supported my color scheme, and Corsair's Vengeance set fit perfectly. Literally and metaphorically. They're fast, have a good amount of space, and get the job done. Not really much to say.,detected and run at 3000,went with lpx just to make sure i didnt have clearance problems ,MEMORY:Corsair Vengeance LPX 16GB DDR4 3000. Wanted low profile sticks, and this set was on sale!,Red heat sinks, 3000mhz, 16GB - Not Much to say about this really.  Works exactly as intended.  I will say the red color looks MUCH BETTER in person than ANY of the photos of the product do on retailer websites.   ,Nice ram that runs as advertised, didn't care about color since no case window. ,Great performance, not much more to say lol.,Good CAS lat for what its worth this will help more with some rendering and AutoCad, BikeCAD projects.,Ram does what Ram does. It's perfect.,Got these low-profile because I thought I'd need the space. Turns out I didn't but... RAM is RAM, nothing really to see here.,Bought these on sale for $159.99 on NewEgg right before most 16GB DDR4 RAM sticks went above the $200.00. Originally, I wanted the black sticks, but they were sold out very quickly. These work great. They initially hovered around 2100 in the BIOS before I sped them up to 2933. So far so good."
patriot,psd44g240081,ddr4-2400,288-pin dimm,1 x 4gb,$4.745,black / green,16,1.2 v,,non-ecc / unbuffered,no,$18.98,(0 Ratings),
g.skill,f4-3600c18d-16gtzr,ddr4-3600,288-pin dimm,2 x 8gb,$6.187,black,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,"$98.99,$99.99",(0 Ratings),
kingston,hx424c15fb3a/8,ddr4-2400,288-pin dimm,1 x 8gb,$5.374,black,15,1.2 v,,non-ecc / unbuffered,yes,"$42.99,$59.60",(0 Ratings),
g.skill,f4-3200c16q-32gvkb,ddr4-3200,288-pin dimm,4 x 8gb,$4.343,black,16,1.35 v,,non-ecc / unbuffered,yes,$138.99,"(3 Ratings, 4.3 Average)","I got this for 199.00. The rate was 1333 when I installed and I overclocked it with XMP profile to 3200, the maximum rate of the product. Then, it caused problems. Continuously getting BSOD. I raised the voltage for DRAM and it seemed stable. However, eventually, I got BSOD time to time. I do not know what to do. If someone knows how to fix this problem, please tell me. Each time I get Blue screen, the error codes are different.,Amazing memory and XMP makes it run at 3200Mhz no problem,Found them on Ebay for a little less. 3200mhz is nice to have for it to last a good 3-4 years"
patriot,psd38g1600k,ddr3-1600,240-pin dimm,2 x 4gb,$4.874,green,11,1.5 v,,non-ecc / unbuffered,no,$38.99,"(6 Ratings, 4.5 Average)","I mean, its RAM, so thats good, but its ddr3 so meh.,Its Ram and it fits my system"
g.skill,f4-3200c16s-8gis,ddr4-3200,288-pin dimm,1 x 8gb,$3.999,red / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,no,"$31.99,$69.98",(0 Ratings),
corsair,cmw16gx4m2a2666c16,ddr4-2666,288-pin dimm,2 x 8gb,$5.312,black,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,"$84.99,$84.99,$87.99,$87.99","(6 Ratings, 4.8 Average)","Aaaaaaaaaaaaaaaaaaaaaah. Beautiful. The colours... mesmerising. In the photos and online it may look very pastel-ly but in person they are STUNNING. Worth every penny. ,Could’ve got faster ram but it’s ok,Best RGB RAM anywhere. Corsair can be trusted. ,Good, nice looking ram. Good performance, no issues with it so far.,Not much to say other than the RGB effects are amazing and totally worth the price.,They look cool. And don't worry they are actually running at 2666"
crucial,ct8g4dfs824a,ddr4-2400,288-pin dimm,1 x 8gb,$3.874,green,17,1.2 v,,non-ecc / unbuffered,no,"$30.99,$30.99,$31.99,$34.49,$78.34","(3 Ratings, 4.7 Average)","Not flashy but get the job done. Have had no issues.,Hey what can I say, its ram,its cheap, fast RAM, what more can i say? Although, if you are only going to buy 8GB of RAM for your system, then definitely get 2x 4GB sticks, as dual channel RAM is always better than single channel RAM"
crucial,ct4g4dfs824a,ddr4-2400,288-pin dimm,1 x 4gb,$4.497,black / green,17,1.2 v,,non-ecc / unbuffered,no,"$17.99,$20.49,$20.99,$21.98","(1 Rating, 5.0 Average)","its cheap, fast RAM, what more can i say?"
corsair,cmk16gx4m2d3000c16w,ddr4-3000,288-pin dimm,2 x 8gb,$4.749,white,16,1.35 v,16-20-20-38,non-ecc / unbuffered,yes,"$75.98,$75.99,$84.99","(11 Ratings, 4.8 Average)","Worked with my speed. Great cheap ram,Clean low profile ram that matches not only the look of my build, but the performance.,Cheap, yet efficient.,Low profile RAM that's dual channel and 3000 out of the box, was able to get it to a stable 3333MHz with the timings also lowered. The low profile nature of this RAM is great for large CPU coolers, and the non-hassle packaging is also a bonus!,Priced fairly (at least compared to similar ram), and performance well. Used the xmp profile on an x470 board, and all is good. Easy, trouble free, no complaints here. ,It works. One thing tho, this RAM got 16-20-20-38 timings which is not usual for CL16 RAM (I got Hynix C-die chips), I recommend slightly dropping timings to 16-18-18-36, I gained about 5.5 FPS in Arma 3 by doing that, will tune it further when I will have the free time.,Good looking and affordable. Performs like expected,Looks very clean.,I'd initially planned a white case and got this to match. Still looks good (I think) and it does the job. No problems getting it to run at 3000 though it's not one of the BIOS XMP profiles. Also this specific kit doesn't appear in the MSi QVL for the mobo but it does play nicely.,Looks good and is cheaper than other white ram such as G.Skill Trident Z.
Once XMP was enabled the memory went to its rated speed and I even OC'd it a bit."
corsair,cmk32gx4m2e3200c16,ddr4-3200,288-pin dimm,2 x 16gb,$4.718,black / yellow,16,1.35 v,16-20-20-38,non-ecc / unbuffered,yes,"$150.99,$159.99,$161.40",(0 Ratings),
corsair,cmk64gx4m4d3200c16,ddr4-3200,288-pin dimm,4 x 16gb,,black / yellow,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,pvb416g360c7k,ddr4-3600,288-pin dimm,2 x 8gb,$5.624,black,17,1.35 v,17-19-19-39,non-ecc / unbuffered,yes,"$89.99,$94.99","(1 Rating, 4.0 Average)","Fast, cheap, low profile.  However, the XMP profile for 3600 actually comes out at 3630 and it seems to not be stable at this speed.  It may be my batch isn't even hitting 3600 at all and I've had to knock it down to the next level (3570?)"
g.skill,8gb ddr4 2400 gskill,ddr4-2400,288-pin dimm,1 x 8gb,,black / green,15,1.2 v,,non-ecc / unbuffered,no,,(0 Ratings),
crucial,bls2k16g4d32aesb,ddr4-3200,288-pin dimm,2 x 16gb,$4.531,silver / black,16,1.35 v,,non-ecc / unbuffered,yes,"$144.99,$144.99,$144.99,$154.99","(1 Rating, 5.0 Average)",It performs at the rated speed and the heat spreaders aren't gaudy -- I have no complaints.
