manufacturer,model,part #,core count,core clock,boost clock,tdp,series,microarchitecture,core family,socket,integrated graphics,maximum supported memory,ecc support,packaging,includes cpu cooler,l1 cache,l2 cache,l3 cache,lithography,simultaneous multithreading,prices,rating,reviews
intel,,bx80673i97900x,10,3.3 ghz,4.5 ghz,140 w,intel core i9,skylake,skylake-x,lga2066,none,128 gb,no,boxed,no,10 x 32 kb instruction 10 x 32 kb data,10 x 1 mb,1 x 13.75 mb,14 nm,yes: hyper-threading,"$949.99,$1024.99","(8 Ratings, 4.9 Average)","2nd review for this CPU and I have had it for a little bit longer now and I have to say I LOVE IT! Lightning fast and overclocks LIKE A CHAMP!!! I honestly could not ask for anything better! I'm not a fanboy for Intel/AMD/Nvidia/etc.. but I am a GIANT fanboy when it comes to tech and this processor makes my inner fanboy nerdgasm daily lol,Absolutely love this beast! If you had told me last year that there would be a 10 core CPU that overclocks to 4.7Ghz like it's nothing I would have laughed at you! Here we are though and I could not be more happy with where technology is today! This is a very powerful CPU and while it is a little hot, it's nothing a delid can't solve! Well worth the money and I would recommend the 7900X looking for a good enthusiast processor!,For the hefty price tag you would hope this is a five star item.  I'll be honest. I read the reviews from other sites and when I hit the order button my heart sank.  I was coming from an i7 4790k and thought that the performance gain would be lackluster.  ,I was wrong, I was very, very wrong.  Holy god. This thing is a monster.  When I opened the box angels sang from above, the heaven's opened, Jesus, God, and the Holy Spirit all ran to me and screamed ""I can't believe you bought this! It costs sooo much and no one needs it!"" While true, if you're looking to do a ludicrous build, this should be your cornerstone.  Overall, an excellent purchase, and something I would recommend doing at least once in your life if you have treat-yo-self money.,TL;DR: If you're even bothering to read this post, you should go ahead and buy it.  If you're looking for someone to tell you that you don't need it, and you will be happier with an i7 and won't regret not picking this one, you're going to need to look elsewhere.,For the price you better hope this is worth five stars.,This thing is a monster. Everyone said, ""I can't believe you bought this! It costs sooo much and no one needs it!""  But I do NOT regret buying this monster at all.,Wonderful CPU ! Temp is low with water cooling.. Could easily OC to 4.9 but stopped at 4.6 for now since I do not need the extra performance.   ,The cpu is fast but way too hot at the Intel boost settings. The 2 fan liquid cooler will not get the job done. Next week I will upgrade to a 360 radiator,Selecting the I9 7900 was the correct choice for me, well for gaming the most cores needed are 8 from what I researched. I9 was 10 and performance is great. A real Beast!! It was delidded and binned by Silicon Lottery @ 4.7GHz, Currently running at 4.3 GHz smoothly. Will raise the speed when I get a little more familiar with the new board.,Definitely gets hot when running on higher clocks. "
intel,celeron e3300,at80571rg0601ml,2,2.5 ghz,,65 w,intel celeron,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,45 nm,no,$21.99,(0 Ratings),
amd,,yd240gc6fbbox,2,3.5 ghz,,35 w,amd athlon,zen,raven ridge,am4,radeon vega 3,64 gb,no,boxed,yes,2 x 64 kb instruction 2 x 32 kb data,2 x 512 kb,1 x 4 mb,14 nm,yes,"$79.05,$79.99",(0 Ratings),
intel,core i5-4590,bx80646i54590,4,3.3 ghz,3.7 ghz,84 w,intel core i5,haswell refresh,haswell refresh,lga1150,intel hd graphics 4600,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,22 nm,no,,"(93 Ratings, 4.8 Average)","Super surprised this little cpu works as well as it does considering It is not overclockable. I guess ti is no surprise since it is a Haswell i5. I really like the performance especially considering it can still be picked up new for around $160 at your local Microcenter from time to time.,Non-K. It was like $140 at MicroCenter, which was less than the 4460 I was originally planning to put in. If I pick up a 4960k on black friday or something, then I will get an NZXT Kraken CPU cooler for it.,Quite powerful and will handle most games +60FPS paired with a decent GPU and will handle VR. Although not as efficient as Skylake,This CPU is excellent and will last for quite some time as I found. The CPU is very fast for everyday tasks but not so much in some productivity programs. But still, on a  budget this CPU is a awesome choice.,Works great for the price and met all expectations. In hindsight, I should've gone for something with hyperthreading, but this works as advertised. ,Awesome little processor that can be found on the cheap side. Benchmarks well in today's games, but may start to show its age once games expand the 4 core mark. I would recommend this to anybody that is on their first gaming build.,4 cores and 4 threads with plenty of power for my needs. I picked a non overclocking chip for longevity purposes. This thing is blazing fast and has great thermals thanks to the refresh. I moved from a dual core celeron so you can only imagine the power difference,Beautifully efficient processor. The only reason I don't give it five stars is due to no overclocking potential.,Fantastic CPU, no complaints. MicroCenter (which has been mysteriously removed from PCPP as of late) had this for $159 and I got the motherboard bundled for an additional $20 off, which was a deal I couldn't refuse. In fact, most parts for this build were bought at Micro Center. ,The CPU blazes right through gaming, including games that could be classified as reasonably CPU-intensive. I haven't observed any GPU bottlenecks thus far, and of course it handles the everyday tasks such as YouTube and Skype well.,I'm docking a star for the stock cooler, which is a little subpar in my opinion. I understand it's just a stock cooler and not to expect too much of it, but still. I could barely hear any noise at all, while temps shot through the roof-but the fan was already on max speed. ,It's what you would expect. 4 cores, 4 threads, 3.3-3.5 Ghz. Not much else to say. ,Oh yeah it's the minimum spec for VR if I can ever afford that. "
intel,core i7-920,bx80601920,4,2.66 ghz,,130 w,intel core i7,nehalem,bloomfield,lga1366,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,$263.99,"(6 Ratings, 4.5 Average)","1st gen i7 what else is there to say? This particular chip is D0 step so should go 3.8 or 4 pretty easy on air, although I'll probably sell this setup before I overclock it at all.,Great cpu for $30, mine is at 3.2ghz.,Pretty Good CPU, probably going to upgrade soon but will do for the time being!,Processor: The i7 920 was bought in portugal in 2009 at least i think so. Pretty good CPU and its pretty old too. it might last 2 more years, but by then i will have some money and i will buy a 16 core and 32 Threads Zen CPU, AM4 MOBO and DDR4 RAM (I'm so hyped!)."
amd,,ad7480acabbox,2,3.5 ghz,3.8 ghz,65 w,amd a6,puma+,carrizo,fm2+,radeon r5 (on die),,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,28 nm,no,$64.47,(0 Ratings),
intel,core 2 duo e8400,eu80570pj0806m,2,3 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 6 mb,none,45 nm,no,$40.02,"(4 Ratings, 4.5 Average)","Got two of these on Ebay for 10 bucks each. Super value for the performance. Still makes for a killer dual core CPU today.,Way faster than expected for the price, if you are on a tight budget, I suggest this for starters.,A processor from 10 years ago that still kicks ***! It can even handle some light gaming! I would give this 6 stars if I could.,My favorite CPU for the socket. It is still pretty fast for how old is it. Super cheap online"
intel,,cm8067702868314,4,3.6 ghz,4.2 ghz,65 w,intel core i7,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,$320.00,(0 Ratings),
intel,intel pentium gold g5600 coffee lake dual-core 3.9 ghz lga 1151 (300 series) 54w bx80684g5600 desktop processor intel uhd graphics 630,bx80684g5600,2,3.9 ghz,,54 w,intel pentium gold,coffee lake,coffee lake,lga1151,intel uhd graphics 630,64 gb,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,"$92.99,$93.00,$111.74","(1 Rating, 5.0 Average)","After a couple of months on the new build, everything is great. Excellent processor for the money!"
intel,core i3-2100,bx80623i32100,2,3.1 ghz,,65 w,intel core i3,sandy bridge,sandy bridge,lga1155,intel hd graphics 2000,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,32 nm,yes: hyper-threading,$55.38,"(10 Ratings, 4.5 Average)","Six years old and still almost as good as my FX-8350 with six less cores.,Despite being an old architecture, this i3 was still able to hold itself well on a day to day basis usage. No overclocking of course but this is already enough for my build. Only reason I used this in the build its beacuse its still kicking.,Perfect for my needs 10/10"
intel,core i3-3220,bx80637i33220,2,3.3 ghz,,55 w,intel core i3,ivy bridge,ivy bridge,lga1155,intel hd graphics 2500,,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,yes: hyper-threading,,"(33 Ratings, 4.7 Average)","I didn't choose this part as it comes with the PC that said it is still a good CPU, I wouldn't really upgrade it has a good power/TDP ratio and I've only got 240W of power supply to work with. you can pick one of this up used for less than £20 and for that price you can't go wrong"
amd,,100-000000031,6,3.6 ghz,4.2 ghz,65 w,amd ryzen 5,zen 2,matisse,am4,none,128 gb,no,oem/tray,no,6 x 32 kb instruction 6 x 64 kb data,6 x 512 kb,2 x 16 mb,7 nm,yes,,(0 Ratings),
intel,,cm8068403358316,6,3.2 ghz,4.6 ghz,65 w,intel core i7,coffee lake,coffee lake,lga1151,intel uhd graphics 630,128 gb,no,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 12 mb,14 nm,yes: hyper-threading,$378.77,"(2 Ratings, 5.0 Average)","A really solid processor! Beats or at least ties with my OC i7-6800K (4.4GHz) and fits in a Node 202! (mITX),Good like workhorse :)"
intel,,bx80677i57640x,4,4 ghz,4.2 ghz,112 w,intel core i5,kaby lake,kaby lake-x,lga2066,none,64 gb,no,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,14 nm,no,"$199.99,$274.99",(0 Ratings),
amd,fx-8300,fd8300wmhkbox,8,3.3 ghz,,95 w,amd fx,piledriver,vishera,am3+,none,,no,boxed,yes,4 x 64 kb instruction 8 x 16 kb data,4 x 2 mb,1 x 8 mb,32 nm,no,,"(7 Ratings, 4.4 Average)","The FX 8300 was chosen over the FX 8350 because it could easily be set to the same speeds as the 8350 without much issue and for cheaper. The eight core is definitely aging but it still does the job.,8 cores and it is compatible with the MSI 970A SLI motherboard.,It's a CPU that works for me. If you don't mind dabbling in a bit of overclocking, I see no reason to get the higher-end chips since this one easily overclocks to 8370 levels for $80 less.,So far I am very pleased with this CPU. I wasn't ready to jump on the ryzen train but I wanted a 6 or 8 core CPU since I usually have quite a few things going on at once(game running in the background, blender and gimp running while playing music or streaming youtube. This thing has no problem keeping up with my workload. The fx series run hot from what I'm told but the wraith cooler keeps this thing nice and cool.,Despite being a bit of a fake (being an 8 core but in reality it's a 4 core) this isnt a bad cpu. It overclocks really easily, provides decent performance and can be a fair workhorse/light gaming machine. That said, don't buy new as the platform is really dead by now and I dont recommend the stock cooler. It runs very hot!,Holds it's own, handles an overclock nice, for the price I paid, you can't beat it.,This CPU is a wonderful bargain. Yes, it's old, and yes, it's cheap, but it works like a charm and has not caused me any issues."
intel,,bx80671i76950x,10,3 ghz,3.5 ghz,140 w,intel core i7 extreme,broadwell,broadwell-e,lga2011-3,none,,no,boxed,no,10 x 32 kb instruction 10 x 32 kb data,10 x 256 kb,1 x 25 mb,14 nm,yes: hyper-threading,$1784.00,"(4 Ratings, 5.0 Average)","Super expensive and I definitely overpaid. I hope that with the new competition from AMD, the prices for high-end processors will climb down. Got it working at 4.4 GHz, stable in games and in benchmarks. Does any task with ease. It's truely a beast CPU.,Super fast, super awesome.  Certainly pricey but I edit 4K video so worth it for me.  Didn't want to go xeon because its still a personal computer.,Best Benchmarks CPU I've got so far and amazing performance."
intel,intel core i9-9920x skylake x 12-core 3.5 ghz (4.4 ghz turbo) lga 2066 165w bx80673i99920x desktop processor,bx80673i99920x,12,3.5 ghz,4.4 ghz,165 w,intel core i9,skylake,skylake-x,lga2066,none,128 gb,no,boxed,no,12 x 32 kb instruction 12 x 32 kb data,12 x 1 mb,1 x 19.25 mb,14 nm,yes: hyper-threading,$1362.58,"(1 Rating, 5.0 Average)",Very fast and doesn’t get hot while gaming
intel,core i7-5930k,bx80648i75930k,6,3.5 ghz,3.7 ghz,140 w,intel core i7,haswell,haswell-e,lga2011-3,none,64 gb,no,boxed,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,yes: hyper-threading,,"(36 Ratings, 5.0 Average)","This CPU has been amazing.  It has laughed at everything I have thrown at it so far.  While it is not overclocked yet, I do plan on doing so in the near future.  Originally, was going to go with the 5820k, but  at the price I got this for, I just could not pass it up.  ,For me personally, this CPU is sweet spot for high end performance :) Was certainly tempted to grab the 5960X though and I can't wait to try the new 6950X!,I have been able to push this to 4.5 GHz without any issues.,Crazy fast. No hiccups and handles every render flawlessly.,Blazing fast cpu, great for... Everything!,For me, the i7-5930k sits right at the sweet spot of Haswell-E processors - it's got the 40 PCI-E lanes for the SLI plus the higher base clock speed, with only the loss of the 2 cores from the much pricier 5960k. A great processor all around.,Great CPU so far! I find that if you can afford it, this is a better choice over the 5820k. Especially if you won't be overclocking much. ,After ruling out AMD it was between this and the 5920k; I wanted the extra lanes even though I will probably never use them. Also I'm not very familiar with OC so the clock was nice. Currently running at 3.75,This CPU is a monster. It's handled everything I've thrown at it incredibly well. Photography, gaming and rendering all have been very smooth. It overclocked without too much voltage and it runs fairly cool.,This has been a great CPU. Keep mine OCd at 4.6GHz with 1.275v for 24/7 use. It games great and photo edits great. Will probably upgrade to 5960X, 6900K, or 6950X once I feel I could utilize the extra cores."
